Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
157,5,296297.8,59259.55,59999.7,939.7346,946.7186
158,5,297157.6,59431.52,59999.7,940.6515,946.7186
159,5,298017.7,59603.54,59999.7,941.5697,946.7186
160,5,298893.6,59778.73,59999.7,942.5016,946.7186
161,5,299456.6,59891.32,59999.7,943.0968,946.7186
162,5,299896.6,59979.32,59999.7,943.5619,946.7186
163,5,299996.6,59999.32,59999.7,943.6676,946.7186
164,5,299996.6,59999.32,59999.7,943.6676,946.7186
165,5,299996.6,59999.32,59999.7,943.6676,946.7186
166,5,299996.6,59999.32,59999.7,943.6676,946.7186
167,5,299996.6,59999.32,59999.7,943.6676,946.7186
168,5,299996.6,59999.32,59999.7,943.6676,946.7186
169,5,299996.6,59999.32,59999.7,943.6676,946.7186
170,5,299996.6,59999.32,59999.7,943.6676,946.7186
171,5,299996.6,59999.32,59999.7,943.6676,946.7186
172,5,299996.6,59999.32,59999.7,943.6676,946.7186
173,5,299996.6,59999.32,59999.7,943.6676,946.7186
174,5,299996.6,59999.32,59999.7,943.6676,946.7186
175,5,299996.6,59999.32,59999.7,943.6676,946.7186
176,5,299996.6,59999.32,59999.7,943.6676,946.7186
177,5,299996.6,59999.32,59999.7,943.6676,946.7186
178,5,299996.6,59999.32,59999.7,943.6676,946.7186
179,5,299996.6,59999.32,59999.7,943.6676,946.7186
180,5,299996.6,59999.32,59999.7,943.6676,946.7186
181,5,299996.6,59999.32,59999.7,943.6676,946.7186
182,5,299996.6,59999.32,59999.7,943.6676,946.7186
183,5,299996.6,59999.32,59999.7,943.6676,946.7186
184,5,299996.6,59999.32,59999.7,943.6676,946.7186
185,5,299996.6,59999.32,59999.7,943.6676,946.7186
186,5,299996.6,59999.32,59999.7,943.6676,946.7186
187,5,299996.6,59999.32,59999.7,943.6676,946.7186
188,5,299996.6,59999.32,59999.7,943.6676,946.7186
189,5,299996.6,59999.32,59999.7,943.6676,946.7186
190,5,299996.6,59999.32,59999.7,943.6676,946.7186
