Time Lapsed (s), Asteroids in Universe, Total Mass (kg), Average Mass (kg), Most Massive (kg), Average Radius (km), Largest Radius (km)
100,8,331795.3,41474.41,59999.09,827.4359,942.5024
101,7,274365.6,39195.08,53254.43,813.6283,906.0804
102,7,276892.7,39556.1,53615.43,816.1943,908.1039
103,7,279447.6,39921.09,53980.36,818.7744,910.1489
104,5,194573.1,38914.63,50019.27,812.7106,886.4805
105,5,196408.2,39281.64,50386.4,815.3182,888.6528
106,5,198223,39644.6,50749.19,817.8768,890.7634
107,5,200022.9,40004.59,51109.16,820.3983,892.8566
108,5,201827.9,40365.59,51470.16,822.9094,894.9383
109,5,203653,40730.6,51835.14,825.4375,897.059
110,5,205468,41093.59,52198.15,827.9391,899.1696
111,5,207288.1,41457.63,52562.35,830.4255,901.2547
112,5,209113.3,41822.66,52927.42,832.9098,903.3384
113,5,210898.1,42179.63,53284.37,835.3217,905.374
114,5,212738,42547.6,53652.29,837.786,907.4359
115,5,214533,42906.6,54011.23,840.1804,909.4473
116,4,178232.8,44558.2,54375.18,850.5862,911.4783
117,4,179720.7,44930.16,54747.12,852.9938,913.5353
118,4,181156.6,45289.16,55106.06,855.3046,915.5468
119,4,182604.6,45651.14,55468.02,857.6238,917.5647
120,4,184044.6,46011.16,55828.04,859.9164,919.5437
121,4,185516.5,46379.13,56196.01,862.2508,921.5667
122,4,186948.8,46737.19,56554.08,864.5122,923.5278
123,4,188357.1,47089.27,56906.22,866.7156,925.4257
124,4,189821.1,47455.29,57272.36,868.9935,927.3989
125,4,191265,47816.25,57633.38,871.233,929.3453
126,4,192740.8,48185.2,58002.22,873.5002,931.298
127,4,194192.7,48548.18,58365.11,875.7188,933.221
128,4,195656.7,48914.18,58731.12,877.9568,935.1943
129,4,197120.6,49280.15,59097.11,880.1807,937.1433
130,4,198592.6,49648.14,59465.11,882.4067,939.0885
131,4,200024.5,50006.12,59823.09,884.5662,940.9808
132,4,201304.6,50326.15,59999.09,886.5143,941.9111
133,4,202393.5,50598.37,59999.09,888.2054,941.9111
134,4,203491.4,50872.86,59999.09,889.8959,941.9111
135,4,204607.6,51151.9,59999.09,891.6031,941.9111
136,4,205693.5,51423.39,59999.09,893.2571,941.9111
137,4,206773.7,51693.41,59999.09,894.8943,941.9111
138,4,207865.8,51966.46,59999.09,896.5346,941.9111
139,4,208921.7,52230.43,59999.09,898.1215,941.9111
140,4,209854.5,52463.62,59999.09,899.5188,941.9111
141,4,210862.5,52715.63,59999.09,901.0228,941.9111
142,4,211798.7,52949.68,59999.09,902.4099,941.9111
